sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
Comcast Class A shares were up 8 cents at $30.50 in morning trading on the Nasdaq Stock Market.	The stock rose 48 cents to $30 yesterday in Nasdaq Stock Market trading.	[2, 3, 6, 7, 0, 0, 0]	[2, 2, 2, 2, 2, 2, 6, 7, 2, 7, 6, 7, 7, 3, 3, 3, 3, 3, 3, 7]	[2, 2, 2, 6, 7, 2, 7, 6, 7, 7, 3, 3, 3, 3, 7]	['Comcast', 'Class', 'A', 'shares', 'were', 'up', '8', 'cents', 'at', '$', '30.50', 'in', 'morning', 'trading', 'on', 'the', 'Nasdaq', 'Stock', 'Market', '.']	['The', 'stock', 'rose', '48', 'cents', 'to', '$', '30', 'yesterday', 'in', 'Nasdaq', 'Stock', 'Market', 'trading', '.\n']	aafc2c366ee9496a8aaefc6ecb3c9153
This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.	IBM said the Rational products were also integrated with Rational PurifyPlus, which allows developers to work in Java, Visual C# and VisualBasic .Net.	[1, 2, 4, 6, 7, 0, 0]	[2, 1, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7]	[7, 7, 2, 2, 2, 1, 7, 1, 0, 0, 0, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0]	['This', 'integrates', 'with', 'Rational', 'PurifyPlus', 'and', 'allows', 'developers', 'to', 'work', 'in', 'supported', 'versions', 'of', 'Java', ',', 'Visual', 'C', '#', 'and', 'Visual', 'Basic', '.NET', '.']	['IBM', 'said', 'the', 'Rational', 'products', 'were', 'also', 'integrated', 'with', 'Rational', 'PurifyPlus', ',', 'which', 'allows', 'developers', 'to', 'work', 'in', 'Java', ',', 'Visual', 'C', '#', 'and', 'VisualBasic', '.Net', '.\n']	9a1afbcd3adf496a936fd0eed3784cc5
The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president’s appearance.	The plant plans to shut down its first shift and parts of the second shift Monday to accommodate the president's appearance, Crosby said.	[1, 2, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6]	['The', 'Washington', 'Post', 'said', 'Airlite', 'would', 'shut', 'down', 'its', 'first', 'shift', 'and', 'parts', 'of', 'the', 'second', 'shift', 'Monday', 'to', 'accommodate', 'the', 'president’s', 'appearance', '.']	"['The', 'plant', 'plans', 'to', 'shut', 'down', 'its', 'first', 'shift', 'and', 'parts', 'of', 'the', 'second', 'shift', 'Monday', 'to', 'accommodate', 'the', 'president', ""'s"", 'appearance', ',', 'Crosby', 'said', '.\n']"	61d775d698dd4fe09126e09b9bba09f6
Several of the questions asked by the audience in the fast-paced forum were new to the candidates.	Several of the audience questions were new to the candidates as well.	[3, 6, 7, 0, 0, 0, 0]	[7, 7, 3, 3, 3, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7]	['Several', 'of', 'the', 'questions', 'asked', 'by', 'the', 'audience', 'in', 'the', 'fast-paced', 'forum', 'were', 'new', 'to', 'the', 'candidates', '.']	['Several', 'of', 'the', 'audience', 'questions', 'were', 'new', 'to', 'the', 'candidates', 'as', 'well', '.\n']	540d1d2e05434396bfc7f629dbb4af46
Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.	The global death toll from SARS was at least 767, with more than 8,300 people sickened since the virus first appeared in southern China in November.	[2, 5, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Meanwhile', ',', 'the', 'global', 'death', 'toll', 'approached', '770', 'with', 'more', 'than', '8,300', 'people', 'sickened', 'since', 'the', 'severe', 'acute', 'respiratory', 'syndrome', 'virus', 'first', 'appeared', 'in', 'southern', 'China', 'in', 'November', '.']	['The', 'global', 'death', 'toll', 'from', 'SARS', 'was', 'at', 'least', '767', ',', 'with', 'more', 'than', '8,300', 'people', 'sickened', 'since', 'the', 'virus', 'first', 'appeared', 'in', 'southern', 'China', 'in', 'November', '.\n']	41e0dd0b066841f5bc434591c92d85d4
"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come."""	"Ellison said that contrary to the contentions of PeopleSoft management, Oracle intends to ""fully support PeopleSoft customers and products"" for many years to come."	[5, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 0, 6, 6, 7, 7, 7, 7, 7, 6, 6, 6, 6, 0, 6, 6, 6, 6, 6, 6, 0, 6, 6, 6, 6, 6, 6]	"['Contrary', 'to', 'what', 'PeopleSoft', 'management', 'would', 'have', 'you', 'believe', ',', 'Oracle', 'intends', 'to', 'fully', 'support', 'PeopleSoft', 'customers', 'and', 'products', 'for', 'many', 'years', 'to', 'come', '.', ""''""]"	"['Ellison', 'said', 'that', 'contrary', 'to', 'the', 'contentions', 'of', 'PeopleSoft', 'management', ',', 'Oracle', 'intends', 'to', '``', 'fully', 'support', 'PeopleSoft', 'customers', 'and', 'products', ""''"", 'for', 'many', 'years', 'to', 'come', '.\n']"	2d80fe945cd24cf7b85ca6b18fda8cf0
The downtime, to take place in May and June, is expected to cut production by 60 million to 70 million board feet.	The downtime is expected to take 60 million to 70 million board feet out of the companys system.	[2, 5, 6, 7, 0, 0, 0]	[5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 5, 5, 5, 5, 5, 7]	['The', 'downtime', ',', 'to', 'take', 'place', 'in', 'May', 'and', 'June', ',', 'is', 'expected', 'to', 'cut', 'production', 'by', '60', 'million', 'to', '70', 'million', 'board', 'feet', '.']	['The', 'downtime', 'is', 'expected', 'to', 'take', '60', 'million', 'to', '70', 'million', 'board', 'feet', 'out', 'of', 'the', 'companys', 'system', '.\n']	d80922cac20749938d213e7f49904385
On July 3, Troy is expected to be sentenced to life in prison without parole.	Troy faces life in prison without parole at his July 30 sentencing.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7]	[6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7]	['On', 'July', '3', ',', 'Troy', 'is', 'expected', 'to', 'be', 'sentenced', 'to', 'life', 'in', 'prison', 'without', 'parole', '.']	['Troy', 'faces', 'life', 'in', 'prison', 'without', 'parole', 'at', 'his', 'July', '30', 'sentencing', '.\n']	63c13e958db843d8a17de3bf555840e4
The University of Michigan released a new undergraduate admission process Thursday, dropping a point system the U.S. Supreme Court found unconstitutional in June.	The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.	[2, 4, 5, 6, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 4, 4, 4, 4, 4, 4, 6]	['The', 'University', 'of', 'Michigan', 'released', 'a', 'new', 'undergraduate', 'admission', 'process', 'Thursday', ',', 'dropping', 'a', 'point', 'system', 'the', 'U.S.', 'Supreme', 'Court', 'found', 'unconstitutional', 'in', 'June', '.']	['The', 'University', 'of', 'Michigan', 'released', 'today', 'a', 'new', 'admissions', 'policy', 'after', 'the', 'U.S.', 'Supreme', 'Court', 'struck', 'down', 'in', 'June', 'the', 'way', 'it', 'previously', 'admitted', 'undergraduates', '.\n']	3af0b989f48649e1b2bb3e652969034d
The processors were announced in San Jose at the Intel Developer Forum.	The new processor was unveiled at the Intel Developer Forum 2003 in San Jose, Calif.	[1, 2, 6, 7, 0, 0, 0]	[7, 1, 0, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 7, 1, 0, 2, 0, 0, 0, 0, 0, 0, 7, 7, 7, 0, 0, 0]	['The', 'processors', 'were', 'announced', 'in', 'San', 'Jose', 'at', 'the', 'Intel', 'Developer', 'Forum', '.']	['The', 'new', 'processor', 'was', 'unveiled', 'at', 'the', 'Intel', 'Developer', 'Forum', '2003', 'in', 'San', 'Jose', ',', 'Calif', '.\n']	c37b8fd1a06d40f391fb9b273ebb27e5
It said the damage to the wing provided a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.	The document says the damage to the wing provided a pathway for hot gases to penetrate Columbia's thermal armour during its fatal re-entry.	[1, 2, 6, 0, 0, 0, 0]	[2, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 2, 2, 6, 6, 2, 6, 2, 2, 2, 2, 6]	[2, 2, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 2, 6, 6, 2, 6, 2, 2, 2, 6]	"['It', 'said', 'the', 'damage', 'to', 'the', 'wing', 'provided', 'a', 'pathway', 'for', 'hot', 'gasses', 'to', 'penetrate', 'the', 'ship', ""'s"", 'thermal', 'armor', 'during', 'Columbia', ""'s"", 'ill-fated', 'reentry', '.']"	"['The', 'document', 'says', 'the', 'damage', 'to', 'the', 'wing', 'provided', 'a', 'pathway', 'for', 'hot', 'gases', 'to', 'penetrate', 'Columbia', ""'s"", 'thermal', 'armour', 'during', 'its', 'fatal', 're-entry', '.\n']"	1665ac1a971a4992bf3c7915a5649a9a
The top rate will go to 4.45 percent for all residents with taxable incomes above $500,000.	For residents with incomes above $500,000, the income-tax rate will increase to 4.45 percent.	[2, 3, 6, 7, 0, 0, 0]	[2, 2, 2, 0, 2, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 0, 2, 2, 2, 7, 2, 7, 7, 7, 7]	['The', 'top', 'rate', 'will', 'go', 'to', '4.45', 'percent', 'for', 'all', 'residents', 'with', 'taxable', 'incomes', 'above', '$', '500,000', '.']	['For', 'residents', 'with', 'incomes', 'above', '$', '500,000', ',', 'the', 'income-tax', 'rate', 'will', 'increase', 'to', '4.45', 'percent', '.\n']	7a11365fcd1d4717b19f7b08c1e8101b
But Secretary of State Colin Powell brushed off this possibility Wednesday.	Secretary of State Colin Powell last week ruled out a non-aggression treaty.	[2, 6, 7, 0, 0, 0, 0]	[7, 6, 6, 6, 6, 6, 0, 0, 2, 2, 6, 6]	[7, 7, 7, 7, 7, 6, 6, 6, 6, 2, 2, 2, 7]	['But', 'Secretary', 'of', 'State', 'Colin', 'Powell', 'brushed', 'off', 'this', 'possibility', 'Wednesday', '.']	['Secretary', 'of', 'State', 'Colin', 'Powell', 'last', 'week', 'ruled', 'out', 'a', 'non-aggression', 'treaty', '.\n']	933d5e32b5f64e44866cec6bb66a9daf
Thomas and Tauzin say, as do many doctors, that the Bush administration has the power to correct some of those flaws.	Like many doctors, Mr. Thomas and Mr. Tauzin say the Bush administration has the power to correct some of those flaws.	[2, 5, 6, 7, 0, 0, 0]	[5, 6, 5, 6, 7, 7, 7, 7, 7, 7, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[7, 7, 7, 7, 5, 5, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['Thomas', 'and', 'Tauzin', 'say', ',', 'as', 'do', 'many', 'doctors', ',', 'that', 'the', 'Bush', 'administration', 'has', 'the', 'power', 'to', 'correct', 'some', 'of', 'those', 'flaws', '.']	['Like', 'many', 'doctors', ',', 'Mr.', 'Thomas', 'and', 'Mr.', 'Tauzin', 'say', 'the', 'Bush', 'administration', 'has', 'the', 'power', 'to', 'correct', 'some', 'of', 'those', 'flaws', '.\n']	ad3dc6b056f24fdc8c94a46f382ffa43
Based on experience elsewhere, it could take up to two years before regular elections are held, he added.	U.S. military officials have said it could take up to two years before regular elections are held, based on experiences elsewhere in the world.	[1, 2, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 2, 2, 7]	[2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 0]	['Based', 'on', 'experience', 'elsewhere', ',', 'it', 'could', 'take', 'up', 'to', 'two', 'years', 'before', 'regular', 'elections', 'are', 'held', ',', 'he', 'added', '.']	['U.S.', 'military', 'officials', 'have', 'said', 'it', 'could', 'take', 'up', 'to', 'two', 'years', 'before', 'regular', 'elections', 'are', 'held', ',', 'based', 'on', 'experiences', 'elsewhere', 'in', 'the', 'world', '.\n']	c4cdb716e39843c1a2494b4b2a8715b1
The first biotechnology treatment for asthma, the constriction of the airways that affects millions around the world, received approval from the US Food and Drug Administration yesterday.	The first biotechnology treatment for asthma, the constriction of the airways that affects millions of Americans, received approval from the U.S. Food and Drug Administration on Friday.	[2, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6]	['The', 'first', 'biotechnology', 'treatment', 'for', 'asthma', ',', 'the', 'constriction', 'of', 'the', 'airways', 'that', 'affects', 'millions', 'around', 'the', 'world', ',', 'received', 'approval', 'from', 'the', 'US', 'Food', 'and', 'Drug', 'Administration', 'yesterday', '.']	['The', 'first', 'biotechnology', 'treatment', 'for', 'asthma', ',', 'the', 'constriction', 'of', 'the', 'airways', 'that', 'affects', 'millions', 'of', 'Americans', ',', 'received', 'approval', 'from', 'the', 'U.S.', 'Food', 'and', 'Drug', 'Administration', 'on', 'Friday', '.\n']	2a5d0d2138d249ab909d433e503828b4
The delegates said raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations, bank accounts of terror-related organizations and money transfers.	Bin Laden’s men pointed out that raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations, bank accounts of terror-related organizations and money transfers.	[2, 5, 6, 0, 0, 0, 0]	[5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['The', 'delegates', 'said', 'raising', 'and', 'distributing', 'funds', 'has', 'been', 'complicated', 'by', 'the', 'U.S.', 'crackdown', 'on', 'jihadi', 'charitable', 'foundations', ',', 'bank', 'accounts', 'of', 'terror-related', 'organizations', 'and', 'money', 'transfers', '.']	['Bin', 'Laden’s', 'men', 'pointed', 'out', 'that', 'raising', 'and', 'distributing', 'funds', 'has', 'been', 'complicated', 'by', 'the', 'U.S.', 'crackdown', 'on', 'jihadi', 'charitable', 'foundations', ',', 'bank', 'accounts', 'of', 'terror-related', 'organizations', 'and', 'money', 'transfers', '.\n']	0eaa4d4e022244d78b84613ee927c2cc
FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations, U.S. officials said on Thursday.	A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations.	[2, 4, 6, 7, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 4, 7, 7, 4, 4, 4, 4, 4, 7, 4, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]	[7, 7, 7, 7, 4, 7, 7, 7, 7, 4, 7, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['FBI', 'agents', 'arrested', 'a', 'former', 'partner', 'of', 'Big', 'Four', 'accounting', 'firm', 'Ernst', '&', 'Young', 'ERNY.UL', 'on', 'criminal', 'charges', 'of', 'obstructing', 'federal', 'investigations', ',', 'U.S.', 'officials', 'said', 'on', 'Thursday', '.']	['A', 'former', 'partner', 'of', 'accountancy', 'firm', 'Ernst', '&', 'Young', 'was', 'yesterday', 'arrested', 'by', 'FBI', 'agents', 'in', 'the', 'US', 'on', 'charges', 'of', 'obstructing', 'federal', 'investigations', '.\n']	5ff70008d1f44472ad17b9bafbfe7ff3
The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, about 3km from the freeway.	Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway.	[2, 6, 7, 0, 0, 0, 0]	[2, 7, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0]	[2, 7, 7, 7, 7, 7, 2, 2, 0, 7, 2, 2, 2, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7]	['The', 'latest', 'shooting', 'linked', 'to', 'the', 'spree', 'was', 'a', 'November', '11', 'shooting', 'at', 'Hamilton', 'Central', 'Elementary', 'School', 'in', 'Obetz', ',', 'about', '3km', 'from', 'the', 'freeway', '.']	['Another', 'shooting', 'linked', 'to', 'the', 'spree', 'occurred', 'Nov.', '11', 'at', 'Hamilton', 'Central', 'Elementary', 'in', 'Obetz', ',', 'about', 'two', 'miles', 'from', 'the', 'freeway', '.\n']	28bf3eab1c7341bb81b9bad59db2eb5d
PDC will also almost certainly fan the flames of speculation about Longhorn's release.	PDC will also almost certainly reignite speculation about release dates of Microsoft's new products.	[2, 3, 6, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 2, 2, 2, 2, 6, 6, 3, 3, 3, 6]	[6, 6, 6, 6, 6, 2, 6, 6, 3, 3, 3, 3, 3, 3, 3, 6]	"['PDC', 'will', 'also', 'almost', 'certainly', 'fan', 'the', 'flames', 'of', 'speculation', 'about', 'Longhorn', ""'s"", 'release', '.']"	"['PDC', 'will', 'also', 'almost', 'certainly', 'reignite', 'speculation', 'about', 'release', 'dates', 'of', 'Microsoft', ""'s"", 'new', 'products', '.\n']"	f27cdcbf14044ba1ae8ef78159e84505
NEC is pitching its wireless gear and management software to a variety of industries, including health care and hospitality.	NEC's pitching its wireless gear and management software to a variety of industries, including healthcare and hospitality, a company spokesman said.	[2, 6, 7, 0, 0, 0, 0]	[7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7]	[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 7, 7, 7, 7, 7, 0]	['NEC', 'is', 'pitching', 'its', 'wireless', 'gear', 'and', 'management', 'software', 'to', 'a', 'variety', 'of', 'industries', ',', 'including', 'health', 'care', 'and', 'hospitality', '.']	"['NEC', ""'s"", 'pitching', 'its', 'wireless', 'gear', 'and', 'management', 'software', 'to', 'a', 'variety', 'of', 'industries', ',', 'including', 'healthcare', 'and', 'hospitality', ',', 'a', 'company', 'spokesman', 'said', '.\n']"	4d401659cd61407fa07d9751e14cf433
Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.	ELENA Slough, considered to be the oldest person in the US and the third oldest person in the world, has died.	[1, 2, 3, 6, 7, 0, 0]	[2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 7, 7, 0]	[2, 7, 7, 7, 7, 7, 3, 3, 3, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 1, 7]	"['Elena', 'Slough', ',', 'considered', 'to', 'be', 'the', 'nation', ""'s"", 'oldest', 'person', 'and', 'the', 'third', 'oldest', 'person', 'in', 'the', 'world', ',', 'died', 'early', 'Sunday', 'morning', '.']"	['ELENA', 'Slough', ',', 'considered', 'to', 'be', 'the', 'oldest', 'person', 'in', 'the', 'US', 'and', 'the', 'third', 'oldest', 'person', 'in', 'the', 'world', ',', 'has', 'died', '.\n']	20629bee65e7456baa6a9d09acd46b0e
"""We are declaring war on sexual harassment and sexual assault."	"""We have declared war on sexual assault and sexual harassment,"" Rosa said."	[1, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7]	[6, 6, 6, 6, 0, 6, 6, 6, 7, 7, 7, 7, 0, 7, 7, 6]	['``', 'We', 'are', 'declaring', 'war', 'on', 'sexual', 'harassment', 'and', 'sexual', 'assault', '.']	"['``', 'We', 'have', 'declared', 'war', 'on', 'sexual', 'assault', 'and', 'sexual', 'harassment', ',', ""''"", 'Rosa', 'said', '.\n']"	6c09732cd8e9414a9ce53d55f1b6cef0
El Watan, an Algerian newspaper, reported that the kidnappers fiercely resisted the army assault this morning, firing Kalashnikov rifles.	El Watan, an Algerian newspaper, reported that the kidnappers put up fierce resistance during the army assault, firing Kalashnikov rifles.	[3, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 3, 0, 3, 0, 7, 7, 7, 7, 7, 7, 7, 7]	['El', 'Watan', ',', 'an', 'Algerian', 'newspaper', ',', 'reported', 'that', 'the', 'kidnappers', 'fiercely', 'resisted', 'the', 'army', 'assault', 'this', 'morning', ',', 'firing', 'Kalashnikov', 'rifles', '.']	['El', 'Watan', ',', 'an', 'Algerian', 'newspaper', ',', 'reported', 'that', 'the', 'kidnappers', 'put', 'up', 'fierce', 'resistance', 'during', 'the', 'army', 'assault', ',', 'firing', 'Kalashnikov', 'rifles', '.\n']	583a316e3c854ef1992bac4795cba1ff
Shares of Hartford rose $2.88 to $46.50 in New York Stock Exchange composite trading.	Shares of Hartford were up $2.28, or 5.2 percent, to $45.90 in midday trading.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 2, 2, 2, 0, 2, 2, 0, 7, 7, 7, 7, 7, 7, 0]	[7, 7, 7, 2, 2, 2, 2, 7, 7, 7, 7, 7, 0, 2, 2, 0, 7, 7, 0]	['Shares', 'of', 'Hartford', 'rose', '$', '2.88', 'to', '$', '46.50', 'in', 'New', 'York', 'Stock', 'Exchange', 'composite', 'trading', '.']	['Shares', 'of', 'Hartford', 'were', 'up', '$', '2.28', ',', 'or', '5.2', 'percent', ',', 'to', '$', '45.90', 'in', 'midday', 'trading', '.\n']	5ae31d5ce0654fa5a563bd91437c7c54
Tokyo Electric Power Co., Asia's largest power company, won approval to restart the first of 17 nuclear reactors it shut down after it admitted falsifying inspection reports.	Tokyo Electric Power Co., Asia's largest power company, restarted the first of 17 nuclear reactors it shut down after admitting it falsified inspection reports.	[5, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 0]	[7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 5, 5, 5, 5, 7]	"['Tokyo', 'Electric', 'Power', 'Co.', ',', 'Asia', ""'s"", 'largest', 'power', 'company', ',', 'won', 'approval', 'to', 'restart', 'the', 'first', 'of', '17', 'nuclear', 'reactors', 'it', 'shut', 'down', 'after', 'it', 'admitted', 'falsifying', 'inspection', 'reports', '.']"	"['Tokyo', 'Electric', 'Power', 'Co.', ',', 'Asia', ""'s"", 'largest', 'power', 'company', ',', 'restarted', 'the', 'first', 'of', '17', 'nuclear', 'reactors', 'it', 'shut', 'down', 'after', 'admitting', 'it', 'falsified', 'inspection', 'reports', '.\n']"	ad7e561caafa433c9210221393d9d561
