id	sentence1	sentence2	similarity
57ec60dc-ee4e-469a-9529-2f12813b70b9	A woman paints a picture of a large building which can be seen in the background.	A person paints a picture of a large building which can be seen in the background.	4.2
5344bb0a-5298-4681-8de2-4af59cf9275b	Egyptologists cast doubt Tuesday on an expedition's claim that it may have found the mummy of Queen Nefertiti, one of the best-known ancient Egyptians.	Egyptologists think they may have identified the long-sought mummy of Queen Nefertiti, one of the ancient world's legendary beauties.	2.6
ee00694c-3d53-41b3-9bb1-c59aae2e98e5	13 kurds from turkey were arrested near paris on suspicion of money-laundering for the kurdistan workers' party (pkk).	10 kurds are under investigation in france on suspicion of money-laundering for a terrorist organization known as kurdistan workers' party (pkk).	2.6
001a8c55-be27-4aa8-a6e2-60df48f8211a	A man is singing.	A man is dancing.	0.5
9a762957-2415-4c49-b912-8e014aa38db8	A kitchen sink and countertop with bowls on shelves.	A small kitchen with items stacked on the shelves and on the counter.	3.8
c7b27d4b-4273-4cec-a62c-6ed9069bf050	Zimmerman stopped for speeding in Texas, released with warning	Zimmerman pulled over in Texas for speeding, given warning	5.0
f3fde6fc-02e8-435a-a8a6-5b2559554107	Thistle is classified as a noxious weed in most places and must be controlled.	I've got the same problem, where there are fields of dandelions just beyond the borders of my gardens.	1.6
4eb78035-0aa3-4a96-9f02-cb2f0bd2add5	Dozens killed in Russian plane crash	Ten killed in Alaska plane crash	1.4
d64b3c89-183b-4285-aba0-6067061bc57a	A black and white dog runs through the water.	Black and brown dog runs through field.	2.0
0044af5c-3f55-4a68-b8b2-b535cc38f5ba	Mitt Romney wins Maryland GOP primary	Romney wins Maryland Republican primary	4.8
d6eab741-882f-42a3-b6b0-f90f71a66eda	A man is playing drums.	A man is playing his guitar.	1.8
694f4f2f-33e4-4ef9-b0f4-4f2a9849eb95	A black dog running in the snow.	A black dog running on a beach.	1.8
8f9adf30-e3bc-41b3-af94-36c2e3528a6e	The island nation reported 65 new cases on May 22, a one day record, and 55 new cases on May 23, making Taiwan's epidemic the fastest-growing in the world.	Taiwan reported 65 new cases on May 22, a one-day record, and 55 new cases on May 23, making its epidemic the world's fastest-growing.	5.0
94ddf9ea-9f52-4027-8723-f791e6e3011a	A dog runs through a field chasing a ball.	A child runs through the grass.	0.2
f1244d29-451c-4f24-93c7-33fde59233c7	Republicans had pledged to complete a Medicare drug package by August, then extended the deadline to Oct. 17, and they are still working on it.	Republicans had pledged to complete a Medicare drug package by August, then extended it to Oct. 17.	4.75
2b062bfb-cc2b-48fb-b866-39bbce9e2627	England captain Andrew Strauss retires from professional cricket	England captain Strauss retires from cricket	4.8
39bd97fe-a0cb-4c30-85c0-b377d94c6218	I hope everything is ok!	I hope your LO is ok.	1.6
00d19bd8-bef2-4455-aead-df8800a714a6	A woman is slicing some vegetables.	The woman is dicing garlic.	2.8
41dbb614-76be-4dc7-821f-a48fa7208b31	A young girl doing a back flip in the water.	a young girl wearing purple running through water	2.8
2ad57b3e-4657-48ca-bc4d-9fe6d88704c2	Iran's parliament backs nuclear deal	Iran hardliners attack nuclear deal	1.0
9aabf296-6ea5-42a8-8812-632c1e1635f5	I don't see why there should be any problem with this whatsoever.	I don't see why that should be a problem.	5.0
5fe794e1-88cc-4acb-af97-f473431bcb48	shingarev said it is very difficult to make a nuclear weapon from the plutonium in this fuel.	donohue said it is very difficult to manipulate radioactive isotopes without leaving a trail.	0.6
27eff3c4-cacb-4d49-8d1a-448c417c6637	Three more US soldiers killed in Afghanistan	NATO Soldier Killed in Afghanistan	1.8
3cc32cb2-ac7c-44fe-957f-5c7efde06da4	Australian PM says 'Very confident' signals are from black box	Australian PM confident sounds are from Flight 370	4.0
3a4474e1-c66f-48f7-b1f4-3ecc26141ccb	The man without a shirt is jumping.	The man jumping is not wearing a shirt.	4.6
12755f0f-6dff-499d-b8df-d6d988c0b98d	two puppies playing around in the grass	Two puppies play in the grass	5.0
95eb8c0a-ed32-49c2-814a-b29940fbc0a9	Islamists still holding some 30 hostages as Kenya mall standoff continues	Death toll rises as Kenya mall siege continues	3.2
a17b4bc0-d1ea-42e7-9326-b2e87fca60bf	Some 660 prisoners from 42 countries, including Canada, are held, many captured during the war against in Afghanistan the al-Qaida network.	Some 660 prisoners from 42 countries are being held at the Naval base at Guantanamo Bay, many captured during the war against Al Qaeda in Afghanistan.	3.333
58087e4a-78c0-4b32-b7e8-88cba11c6b99	A person is skijoring with a dog in the mountains.	A brown dog is playing with a ball in the water.	0.0
1d21f80c-e777-47f5-85df-43deec879b09	Barbini's comments came Tuesday, the second day of the Ministerial Conference and Expo on Agricultural Science and Technology.	U.S. Agriculture Secretary Ann Veneman kicks off the three-day Ministerial Conference and Expo on Agricultural Science and Technology on Monday.	1.8
898a8b82-cccc-419e-ad60-8259e3667cba	Women are running.	Two women are running.	3.824
5394b654-d4ba-40d4-9d2c-c6f7437df5fd	Train in a station.	Trains inside an indoor station.	3.8
624ba650-82ab-41a9-a7e5-49d514707794	Negotiators said Friday they made good progress during their latest round of talks on creating a Central American Free Trade Agreement.	Negotiators said Friday they made progress during their latest round of free-trade negotiations between the United States and five Central American countries this week in Houston.	3.75
ee922330-94af-4d72-8417-13bdd61bf273	This is a terrible idea.	This is a bad idea.	5.0
0432bb8d-53ae-4906-abeb-60329bdd013b	Cubs outfielder Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat.	Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat, and he immediately appealed the decision.	3.2
d67c645f-b13d-4832-b1a0-8fa0b8b111f2	a woman at a dinner table writing on her notebook.	Woman at table busy with something.	3.4
7acee3a7-050b-441b-a9d5-60e46c2b20f4	A man is breaking wooden boards with his hand.	A man is breaking tiles with his hands.	2.5
3db6a523-ee6f-4abc-8080-c60272d94b1d	A woman is firing a rifle.	A woman is cutting a lemon.	0.2
a9d442de-7c1f-4c7f-ab9d-7066033bc246	Venezuela expels three U.S. diplomats	Venezuela Expels 3 U.S. Diplomats	5.0
ce737d88-588e-4a1f-bc2a-b7accbc9431b	"""This moves us a lot closer to saying that the foam can do this kind of damage,"" said Hubbard, a member of the Columbia Accident Investigation Board."	"""I think this moves us a lot closer toward saying that foam can do this kind of damage,"" Hubbard said."	3.6
f28f01f6-10e9-4e1e-b85d-58649bb44b5d	What conviction where you talking about before?	What conviction would that be?	4.4
65f2fd07-e6e1-4cc8-97c7-f66eaa6a0dfc	Egypt court orders Mubarak release	Egypt court turns down Mubarak's release request	2.0
14460815-bc03-4683-93d6-7f0903571d4e	U.S., allies to add sanctions against Russia over Ukraine	EU Slaps New Sanctions on Russia Over Ukraine	3.0
2cdc101d-97cb-460a-a368-ca7728e0fbcb	"""I felt that if I disagreed with Rosie too much I would lose my job,"" she said."	"Cavender did say: ""I felt that if I disagreed with Rosie too much I would lose my job."""	3.25
bf5ddc7c-922e-4ce8-a9a6-abe3331429e8	The U.S. appears to have a smaller shadow economy for a few reasons in no particular order.	There are three main factors that drive the low shadow economy in the US.	2.6
3c7f321e-0392-4ead-98e5-97c6adba956e	there were no weapons.	Of course there were no weapons.	4.6
e5c27ebb-3dbb-4974-939d-0f99e442183d	Buoyed by some of the advice imparted by Nicklaus, Howell shot an 8-under 64 for a one-stroke lead over Kenny Perry.	Buoyed by advice imparted by Nicklaus, Howell shot an 8-under 64 on Thursday to enter today's round with a one-stroke lead over Kenny Perry.	4.25
e4d1cb51-78ea-4a71-99ce-81c5e90bc341	A rebel who was captured said more than 2,000 insurgents were involved in the attack.	A captured rebel said 2,100 combatants had been involved in the offensive.	3.5
b69689de-0bbd-4293-8c6b-7a7397e2e202	EU slaps sanctions on Assad family	EU sanctions Assad's wife; mortars hit Homs	3.4
df5f3072-b98f-49b5-ad4e-9a96268d2632	Snowden 'given refugee document by Ecuador'	Snowden poised to fly out of Moscow	1.2
60b808bf-9831-40a9-86cf-d8ae48518a33	A black dog running through water.	A black dog is running through some water.	4.8
93c40569-7611-4883-9183-05d059655347	The two-year note US2YT=RR fell 5/32 in price, taking its yield to 1.23 percent from 1.16 percent late on Monday.	The benchmark 10-year note US10YT=RR lost 11/32 in price, taking its yield to 3.21 percent from 3.17 percent late on Monday.	2.0
322edeba-c20b-494b-9296-b408835c4e7c	East Harlem explosion death toll rises	Mexico storm death toll continues to rise	0.0
7ea6def5-7e4f-4d1e-b1d5-b6371c5276a8	The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) with the new mainframe.	The company is also adding .Net and J2EE support to its Enterprise Application Environment development toolset, Sapp said.	4.0
1aac9013-e052-4631-b021-ee9c5b5afe2a	Russians rally against Putin's rule	Tens of thousands rally against Putin's rule (AP)	3.4
f8ca5490-fa6a-4ec8-8bbd-b6443a7b2e62	It wouldn't stop joke marriages.	And I don't fight for marriage.	1.2
93fb7cca-1151-4b01-beee-156825c7ebb7	Forecasters said warnings might go up for Cuba later Thursday.	Watches or warnings could be issued for eastern Cuba later on Thursday.	4.0
ef1cc8ec-fc21-4686-93a2-45def3bd00fe	An airplane moves along a runway.	A plane is landing on a runway.	2.8
becd2ca0-7168-4e78-b3e4-4c4f6bc8f8a1	Two cows standing in a large field.	Horse standing in a field.	1.6
1d32efe0-88b1-4106-aa42-3141a6b5c77a	Texas sues over Syrian refugees	Turkey 'exploits' Syrian refugees	1.0
002fdbe4-1f43-4e2e-a306-28d6501635ff	A man is playing the piano.	A man is playing a wooden flute.	1.4
68ff001e-cd16-40a5-ae71-e92e0d09d0c9	Sarkozy to File Complaint in Gadhafi Funding Claim	Sarkozy to sue after Gaddafi cash claim bursts into campaign	3.6
2e643723-66a5-464d-b94d-9144457e3b63	A mallard and a tame white duck on the grass near water.	A small child in a pink dress sits on a table.	0.0
ae04167d-ef1c-458e-aafc-c6473720c8a3	wait until they become more consistent and closer together.	wait for the contractions to get stronger and closer together.	3.8
f9a81492-d4b3-47f1-8fef-04e8e8aac57d	A skier wearing blue snow pants is flying through the air near a jump.	A skier stands on his hands in the snow in front of a movie camera.	1.4
5c5fad6a-f187-47f0-90cb-56c6b6017cce	All the same methods of analysis that are used with spoken languages apply successfully to signed languages.	One idea that's been going around at least since the 80s is that you can distinguish between Holds and Moves.	0.2
6b35624f-cf01-4f05-9031-22f89a29f293	a bus driving in a street.	Red double decker bus driving down street.	4.0
76785780-f929-452a-946c-b2122a87b541	a breakdown of order in china will lead to significant global turmoil.	a breakdown of order in china will be worse than in afghanistan or yugoslavia.	3.4
feb7ccc5-4a73-429a-a676-4d9620dedaea	A man is running on the road.	A car is driving down the road.	1.0
930802c0-2937-4196-bd85-8584c7841e9b	Three dolphins are jumping out of a pool in front of a crowd of people.	A man is giving a presentation in front of a lot of people.	0.6
91017138-8310-46ab-8598-8f48d36d4b9d	Washington, however, said more was needed to prevent complaints being filed in the first place.	But the US insisted it wanted more done to prevent complaints being filed in the first place, preferably by repealing the entire law.	2.8
0f14d5e6-7379-46a5-81de-e8a820fd2a05	There are two things to consider:	A couple things to consider:	5.0
b6bbb64a-409d-485e-86fd-f9d6d57cbdd4	Yes, you have to file a tax return in Canada.	You are not required to file a tax return in Canada if you have no taxable income.	1.0
7f76fdcf-d8ac-4d3b-85d5-2e9619c838b1	Sheep are grazing in a grassy field near a stand of trees.	Sheep are grazing in the field in front of a line of trees.	4.6
27bf12c6-7a06-46c4-985c-1a0da5a563fa	American Airlines and Pilots Agree on a New Contract	Romney pledges to 'stand with Israel' on Iran threat	0.0
938c73c6-0cbe-4b97-bd37-da03b619d5db	But the FBI never kept tabs on al-Bayoumi - even though it had received information that he was a Saudi agent, the document says.	But the bureau never kept tabs on al-Bayoumi—despite receiving prior information he was a secret Saudi agent, the report says.	4.75
9837d538-21b8-4e68-93dd-707367be477d	At least two killed in southern Egypt clash	At least 18 killed in North Caucasus train station blast	0.4
ad2cd0ba-24a6-4147-ad6b-0773307d7cc3	A woman is brushing some shrimp.	A woman brushes some shrimp.	5.0
6c5de9e8-ba40-4757-aac7-37484a8f58b7	No plan to shut petrol pumps at night Moily	India govt rejects proposal to shut petrol pumps at night	3.8
a266d870-b07c-488a-96a2-fc3cd80563de	Suicide bomber kills eight, wounds 13 in Afghan capital - police	Suicide bomb kills 4 in Syrian capital's Old City	0.8
12b49f1a-009e-4836-afe5-bd7c6dec74d2	A person breaks an egg into a small bowl.	A man cracks an egg.	2.6
bacca42f-e3ac-4add-a341-17f29ab5fa81	Another migrant ship capsizes off Italy	Another migrant boat capsizes off Italy, 27 dead	3.8
42922398-9fb2-41bc-a0ec-c52f8413efaa	N Korea to halt work at joint industrial zone	North Korea blocks access to joint industrial zone	4.0
93e74709-8cd6-45bb-90e0-c4b480b43555	The most obvious is the oldest long distance walk in Scotland: The West Highland Way.	Look at this: http://www.capewrathtrail.co.uk/ You could do it in stages.	1.6
44748ce0-9246-4d4c-b5b5-ec6a31da5776	West hails Syria opposition vote to join peace talks	Syrian opposition to name delegation for talks	2.6
578eee66-cefa-4358-be42-57965ac9694d	Police spokesman Brig. Gen. Edward Aritonang confirmed Saturday that another two had been arrested, one in Jakarta and another in Magelang, Central Java.	Brigadier General Edward Aritonang, a police spokesman, confirmed yesterday that another two had been arrested, one in Jakarta and another in Magelang, Central Java.	5.0
a6b05d5c-9282-45e1-8c69-742610ce0393	Work into it slowly.	It seems to work.	0.0
c27a062b-0b8f-46ce-84e3-5d771ee61c9e	Maldives team in India to observe an election	Testimony in trial of former FM Liberman begins	0.6
